HumanGeneID	MouseOrthologGeneID	Symbol	Synonyms	Description	MitoCarta3.0_List	MitoCarta3.0_Evidence	MitoCarta3.0_SubMitoLocalization	MitoCarta3.0_MitoPathways	TrainingDataset	MitoCarta2.0_Score	MitoCarta2.0_FDR	MitoCarta2.0_List	MitoCarta2.0_Evidence	EnsemblGeneID_mapping_version_20200130	UniProt	ProteinLength	TargetP_Score	MitoDomain_Score	CoexpressionGnfN50_Score	PGC_Induction_Score	YeastMitoHomolog_Score	RickettsiaHomolog_Score	MSMS_Score	hg19_Chromosome	hg19_Start	hg19_Stop	MSMS_NUM_TISSUES	MSMS_NUM_PEPTIDES_UNIQUE	MSMS_NUM_SPECTRA	MSMS_TOTAL_INTENSITY	MSMS_PERCENT_COVERAGE	Tissues	cerebrum_total_peak_intensity_log10	cerebellum_total_peak_intensity_log10	brainstem_total_peak_intensity_log10	spinalcord_total_peak_intensity_log10	kidney_total_peak_intensity_log10	liver_total_peak_intensity_log10	heart_total_peak_intensity_log10	skeletalmuscle_total_peak_intensity_log10	adipose_total_peak_intensity_log10	smallintestine_total_peak_intensity_log10	largeintestine_total_peak_intensity_log10	stomach_total_peak_intensity_log10	placenta_total_peak_intensity_log10	testis_total_peak_intensity_log10	HPA_Main_Location_2020 (Reliability)
5091	18563	PC	PCB	pyruvate carboxylase	MitoCarta3.0	"literature, targetP signal, Rickettsial homolog, mito protein domain, coexpression, MS/MS++"	Matrix	Metabolism > Carbohydrate metabolism > Gluconeogenesis | Metabolism > Carbohydrate metabolism > TCA-associated | Metabolism > Vitamin metabolism > Biotin utilizing proteins	Tmito	19.3	0	1	"literature, targetP signal, Rickettsial homolog, mito protein domain, coexpression, MS/MS++"	ENSG00000173599	P11498	1178	2	SharedDomain	20		NoMitoHomolog	Homolog	75-100pure	chr11	66615996	66725847	14	107	8023	1.05E+12	80	all 14	10.5	10.7	10.8	9.7	11.6	11	8.5	10.1	11.5	9.5	10.2	10.7	10.1	10.5	Mitochondria (Enhanced)
171425	69634	CLYBL	CLB	citramalyl-CoA lyase	MitoCarta3.0	"APEX_matrix, targetP signal+, induction, coexpression+, MS/MS++"	Matrix	Metabolism > Carbohydrate metabolism > Itaconate metabolism	Tmito	19.3	0	1	"APEX_matrix, targetP signal+, induction, coexpression+, MS/MS++"	ENSG00000125246	Q8N0X4	340	1	NonMitoDomain	35	0.69	NoMitoHomolog	NoHomolog	75-100pure	chr13	100258917	100545018	14	35	733	3.40E+10	85	all 14	8.7	8.4	9	8.9	9.8	9.2	9.4	8.5	10	9.2	9.5	9.4	9.2	9	Cytosol (Approved)
50640	67452	PNPLA8	IPLA2-2|IPLA2G|MMLA|PNPLA-gamma|iPLA2gamma	patatin like phospholipase domain containing 8	MitoCarta3.0	"APEX_matrix, Rickettsial homolog, induction, coexpression++, MS/MS+"	MIM	Metabolism > Lipid metabolism > Cardiolipin synthesis | Metabolism > Lipid metabolism > Phospholipid metabolism	Tmito	19.2	0	1	"APEX_matrix, Rickettsial homolog, induction, coexpression++, MS/MS+"	ENSG00000135241	Q9NP80	782	4	NonMitoDomain	40	0.67	NoMitoHomolog	Ortholog	25-50pure	chr7	108110865	108168605	8	29	96	7.63E+08	39	"cerebrum, cerebellum, brainstem, spinalcord, liver, adipose, largeintestine, testis"	8.3	8	7.6	7.9		7.4			8.2		7.4			8.1	Cytosol;Nucleoplasm (Approved)
23417	56690	MLYCD	MCD	malonyl-CoA decarboxylase	MitoCarta3.0	"literature, APEX_matrix, targetP signal+, mito protein domain, coexpression++, MS/MS"	Matrix	Metabolism > Lipid metabolism	Tmito	19.2	0	1	"literature, APEX_matrix, targetP signal+, mito protein domain, coexpression++, MS/MS"	ENSG00000103150	O95822	493	1	SharedDomain	40	0.35	NoMitoHomolog	NoHomolog	50-75ambig	chr16	83932729	83949787	13	23	115	2.19E+09	53	"cerebrum, cerebellum, brainstem, spinalcord, kidney, liver, heart, skeletalmuscle, adipose, smallintestine, largeintestine, stomach, placenta"	7.3	6.7	6.9	7.6	8.8	8.4	8.5	7.4	8.6	8.3	6.8	8.3	7.9		
100996939	66459	PYURF	PREY	PIGY upstream reading frame	MitoCarta3.0	"targetP signal+, induction, coexpression++, MS/MS"	unknown	0	Tpossible_mito	19.2	0	1	"targetP signal+, induction, coexpression++, MS/MS"	ENSG00000145337	Q96I23	114	1	NonMitoDomain	41	1.62	NoMitoHomolog	NoHomolog	50-75ambig	chr4	89442128	89444952	11	5	40	2.32E+08	70	"cerebrum, cerebellum, brainstem, spinalcord, liver, heart, skeletalmuscle, adipose, largeintestine, stomach, placenta"	6.9	7.1	7	6.4		7.4	7.7	7.8	7.2		7	6.6	7.5		Nucleoplasm (Approved)
10245	21855	TIMM17B	DXS9822|JM3|TIM17B	translocase of inner mitochondrial membrane 17B	MitoCarta3.0	"literature, APEX_IMS, yeast mito homolog+, mito protein domain+, coexpression, MS/MS+"	MIM	"Protein import, sorting and homeostasis > Protein import and sorting > TIM23 presequence pathway"	Tmito	19.1	0	1	"literature, APEX_IMS, yeast mito homolog+, mito protein domain+, coexpression, MS/MS+"	ENSG00000126768	O60830	222		MitoDomain	10	-0.12	OrthologMitoLowConf	NoHomolog	75-100ambig	chrX	48750729	48755426	14	14	167	4.70E+09	95	all 14	8.3	8.2	8.3	8	8.9	8.5	7.9	8	8.5	8.2	8.7	8.6	8.9	8.8	Microtubules (Approved)
64983	75398	MRPL32	HSPC283|L32mt|MRP-L32|bMRP-59b	mitochondrial ribosomal protein L32	MitoCarta3.0	"literature, APEX_matrix, yeast mito homolog++, Rickettsial homolog, mito protein domain, coexpression, MS/MS"	Matrix	Mitochondrial central dogma > Translation > Mitochondrial ribosome	Tmito	19.1	0	1	"literature, APEX_matrix, yeast mito homolog++, Rickettsial homolog, mito protein domain, coexpression, MS/MS"	ENSG00000106591	Q9BYC8	188		SharedDomain	20		OrthologMitoHighConf	Ortholog	25-50ambig	chr7	42971938	42977453	12	11	70	1.05E+09	46	"cerebrum, brainstem, spinalcord, liver, heart, skeletalmuscle, adipose, smallintestine, largeintestine, stomach, placenta, testis"	7.7		7.7	7.1		8	7.2	6.7	7.8	8	8.3	7.3	8.3	8.3	
115286	67582	SLC25A26	COXPD28|SAMC	solute carrier family 25 member 26	MitoCarta3.0	"literature, yeast mito homolog++, mito protein domain+, coexpression, MS/MS"	MIM	Small molecule transport > SLC25A family	Tmito	19.1	0	1	"literature, yeast mito homolog++, mito protein domain+, coexpression, MS/MS"	ENSG00000144741|ENSG00000282739	Q70HW3	274		MitoDomain	22		OrthologMitoHighConf	NoHomolog	25-50ambig	chr3	66119284	66429351	6	8	30	3.23E+08	42	"cerebrum, cerebellum, adipose, largeintestine, placenta, testis"	8	7.9							8		7.3		7.2	7.5	Mitochondria (Supported)
58510	56189	PRODH2	HSPOX1|HYPDH	proline dehydrogenase 2	MitoCarta3.0	"targetP signal, yeast mito homolog+, mito protein domain+, MS/MS+"	MIM	"Metabolism > Amino acid metabolism > Glyoxylate metabolism | Metabolism > Electron carriers > Q-linked reactions, other"	Tpossible_mito	19.0	0	1	"targetP signal, yeast mito homolog+, mito protein domain+, MS/MS+"	ENSG00000250799	Q9UF12	536	2	MitoDomain	2		OrthologMitoLowConf	NoHomolog	25-50pure	chr19	36290891	36304201	2	19	32	5.88E+08	46	"kidney, liver"					8	8.7									Nucleoplasm (Approved)
56954	52633	NIT2	HEL-S-8a	nitrilase family member 2	MitoCarta3.0	"Rickettsial homolog, mito protein domain, coexpression, MS/MS++"	unknown	Metabolism > Detoxification	Tpossible_mito	19.0	0	1	"Rickettsial homolog, mito protein domain, coexpression, MS/MS++"	ENSG00000114021	Q9NQR4	276	5	SharedDomain	11		HomologMitoLowConf	Ortholog	75-100pure	chr3	100053561	100074478	11	19	101	3.14E+09	87	"cerebellum, spinalcord, kidney, liver, skeletalmuscle, adipose, smallintestine, largeintestine, stomach, placenta, testis"		7.1		7.8	9.1	9		7	8.4	7.9	8	7.3	8.3	8	Cytosol (Supported)
112812	68165	FDX2	FDX1L|MEOAL	ferredoxin 2	MitoCarta3.0	"APEX_matrix, targetP signal, yeast mito homolog+, Rickettsial homolog, mito protein domain, coexpression, MS/MS"	Matrix	Metabolism > Metals and cofactors > Heme synthesis and processing | Metabolism > Metals and cofactors > Fe-S cluster biosynthesis | Metabolism > Metals and cofactors > Fe-S-containing proteins	Tmito	18.8	0	1	"APEX_matrix, targetP signal, yeast mito homolog+, Rickettsial homolog, mito protein domain, coexpression, MS/MS"	ENSG00000267673	Q6P4F2	183	2	SharedDomain	13		OrthologMitoLowConf	Homolog	25-50ambig	chr19	10420890	10426691	11	7	57	8.86E+08	47	"cerebrum, cerebellum, brainstem, spinalcord, liver, skeletalmuscle, adipose, largeintestine, stomach, placenta, testis"	8.3	8	8	7.7		7.7		6.9	8.1		7.8	7.3	7.9	8.1	
4200	107029	ME2	ODS1	malic enzyme 2	MitoCarta3.0	"literature, APEX_matrix, targetP signal, yeast mito homolog+, Rickettsial homolog, mito protein domain, MS/MS++"	Matrix	Metabolism > Carbohydrate metabolism > TCA-associated	Tmito	18.8	0	1	"literature, APEX_matrix, targetP signal, yeast mito homolog+, Rickettsial homolog, mito protein domain, MS/MS++"	ENSG00000082212	P23368	584	3	SharedDomain	1		OrthologMitoLowConf	Homolog	75-100pure	chr18	48405431	48476162	12	43	1037	5.48E+10	89	"cerebrum, cerebellum, brainstem, spinalcord, kidney, heart, adipose, smallintestine, largeintestine, stomach, placenta, testis"	9.3	8.6	9.1	9.2	8.1		8.3		8.9	10.5	10	9.3	9.4	9.7	Mitochondria (Supported)
7284	233870	TUFM	COXPD4|EF-TuMT|EFTU|P43	"Tu translation elongation factor, mitochondrial"	MitoCarta3.0	"literature, APEX_matrix, targetP signal, yeast mito homolog+, Rickettsial homolog, mito protein domain, MS/MS++"	Matrix	Mitochondrial central dogma > Translation > Translation factors	Tmito	18.8	0	1	"literature, APEX_matrix, targetP signal, yeast mito homolog+, Rickettsial homolog, mito protein domain, MS/MS++"	ENSG00000178952	P49411	455	3	SharedDomain	NA		OrthologMitoLowConf	Homolog	75-100pure	chr16	28853731	28857729	14	37	1935	1.10E+11	76	all 14	9.7	9.1	9.7	9.7	10.1	9.7	10	9.6	9.9	10.2	10	9.9	10.2	9.6	Mitochondria (Enhanced)
1339	12862	COX6A2	COX6AH|COXVIAH	cytochrome c oxidase subunit 6A2	MitoCarta3.0	"literature, targetP signal, yeast mito homolog+, mito protein domain+, induction, coexpression"	MIM	OXPHOS > Complex IV > CIV subunits | OXPHOS > OXPHOS subunits	Tmito	18.8	0	1	"literature, targetP signal, yeast mito homolog+, mito protein domain+, induction, coexpression"	ENSG00000156885	Q02221	97	3	MitoDomain	9	0.68	OrthologMitoLowConf	NoHomolog	25-50crude	chr16	31439051	31439749	2	2	94	4.21E+09	42	"heart, skeletalmuscle"							9.5	8.9							
10463	109108	SLC30A9	BILAPES|C4orf1|GAC63|HUEL|ZNT9	solute carrier family 30 member 9	MitoCarta3.0	"APEX_matrix, targetP signal+, yeast mito homolog++, mito protein domain, induction, MS/MS"	MIM	Small molecule transport	Tmito	18.8	0	1	"APEX_matrix, targetP signal+, yeast mito homolog++, mito protein domain, induction, MS/MS"	ENSG00000014824	Q6PML9	568	1	SharedDomain	3	0.6	OrthologMitoHighConf	NoHomolog	0-25pure	chr4	41992522	42089551	9	10	42	2.94E+08	19	"cerebrum, cerebellum, brainstem, spinalcord, adipose, largeintestine, stomach, placenta, testis"	7.5	7	7.8	8.1					7		6.6	6.9	7.4	7.4	
132001	68971	TAMM41	C3orf31|RAM41|TAM41	TAM41 mitochondrial translocator assembly and maintenance homolog	MitoCarta3.0	"GFP, yeast mito homolog++, mito protein domain+, MS/MS++"	MIM	Metabolism > Lipid metabolism > Cardiolipin synthesis | Metabolism > Lipid metabolism > Phospholipid metabolism	Tmito	18.7	0	1	"GFP, yeast mito homolog++, mito protein domain+, MS/MS++"	ENSG00000144559|ENSG00000279643	Q96BW9	337		MitoDomain	4		OrthologMitoHighConf	NoHomolog	50-75pure	chr3	11831915	11888393	11	20	118	3.07E+09	62	"cerebrum, cerebellum, brainstem, spinalcord, heart, skeletalmuscle, adipose, largeintestine, stomach, placenta, testis"	8.3	8.4	8.8	7.7			7.6	7.6	8.1		8.5	7.8	8.5	9	Cytosol (Approved)
100287932	53600	TIMM23	TIM23	translocase of inner mitochondrial membrane 23	MitoCarta3.0	"literature, APEX_IMS, yeast mito homolog++, mito protein domain+, MS/MS++"	MIM	"Protein import, sorting and homeostasis > Protein import and sorting > TIM23 presequence pathway"	Tmito	18.7	0	1	"literature, APEX_IMS, yeast mito homolog++, mito protein domain+, MS/MS++"	ENSG00000265354	O14925	209		MitoDomain	NA		OrthologMitoHighConf	NoHomolog	50-75pure	chr10	51592080	51623386	14	10	198	4.11E+09	62	all 14	8.5	8.3	8.5	8.2	8.4	8.7	8	7.9	8.6	8.1	8.7	8.2	8.8	8.5	Mitochondria (Supported)
55005	66084	RMND1	C6orf96|COXPD11|RMD1|bA351K16|bA351K16.3	required for meiotic nuclear division 1 homolog	MitoCarta3.0	"literature, GFP, targetP signal, yeast mito homolog++, Rickettsial homolog, mito protein domain, MS/MS"	MIM	Mitochondrial central dogma > mtRNA metabolism > mtRNA granules | Mitochondrial central dogma > Translation	Tmito	18.7	0	1	"literature, GFP, targetP signal, yeast mito homolog++, Rickettsial homolog, mito protein domain, MS/MS"	ENSG00000155906	Q9NWS8	449	2	SharedDomain	NA		OrthologMitoHighConf	Ortholog	25-50ambig	chr6	151725896	151773316	10	17	64	7.97E+08	37	"cerebrum, cerebellum, brainstem, spinalcord, adipose, smallintestine, largeintestine, stomach, placenta, testis"	7.8	7.8	8	7.7					7.8	7.2	7.9	7.7	7.6	8.5	Mitochondria (Supported)
9927	170731	MFN2	CMT2A|CMT2A2|CMT2A2A|CMT2A2B|CPRP1|HMSN6A|HSG|MARF	mitofusin 2	MitoCarta3.0	"literature, mito protein domain+, induction, coexpression, MS/MS+"	MOM	Mitochondrial dynamics and surveillance > Fusion | Mitochondrial dynamics and surveillance > Organelle contact sites	Tmito	18.7	0	1	"literature, mito protein domain+, induction, coexpression, MS/MS+"	ENSG00000116688	O95140	757	4	MitoDomain	18	1.83	NoMitoHomolog	NoHomolog	25-50pure	chr1	12040237	12073572	10	26	177	1.28E+09	31	"cerebrum, cerebellum, brainstem, spinalcord, liver, adipose, largeintestine, stomach, placenta, testis"	7.9	8.7	8.7	8		7.5			7.9		7.3	6.7	7.2	7.5	
728489	52838	DNLZ	C9orf151|HEP|HEP1|TIMM15|ZIM17|bA413M3.2	DNL-type zinc finger	MitoCarta3.0	"APEX_matrix, targetP signal, yeast mito homolog++, mito protein domain+, MS/MS"	Matrix	"Protein import, sorting and homeostasis > Protein homeostasis > Chaperones"	Tmito	18.7	0	1	"APEX_matrix, targetP signal, yeast mito homolog++, mito protein domain+, MS/MS"	ENSG00000213221	Q5SXM8	178	2	MitoDomain	3		OrthologMitoHighConf	NoHomolog	25-50ambig	chr9	139256351	139258263	9	6	24	3.70E+08	37	"cerebrum, cerebellum, brainstem, heart, adipose, smallintestine, largeintestine, stomach, placenta"	7.7	7.6	7.7				7		7.7	7.7	7.6	7.5	7.8		Mitochondria (Supported)
131474	72170	CHCHD4	MIA40|TIMM40	coiled-coil-helix-coiled-coil-helix domain containing 4	MitoCarta3.0	"literature, APEX_IMS, yeast mito homolog++, mito protein domain, induction, coexpression, MS/MS+"	IMS	"Protein import, sorting and homeostasis > Protein import and sorting > MIA40"	Tmito	18.6	0	1	"literature, APEX_IMS, yeast mito homolog++, mito protein domain, induction, coexpression, MS/MS+"	ENSG00000163528	Q8N4Q1	155		SharedDomain	5	1.62	OrthologMitoHighConf	NoHomolog	25-50pure	chr3	14153576	14166371	11	6	65	1.47E+09	47	"cerebrum, cerebellum, brainstem, spinalcord, skeletalmuscle, adipose, smallintestine, largeintestine, stomach, placenta, testis"	8.5	8.1	8	8.1				7.3	8.1	8.1	7.8	7.8	8.3	8.3	Mitochondria (Supported)
4706	70316	NDUFAB1	ACP|ACP1|FASN2A|SDAP	NADH:ubiquinone oxidoreductase subunit AB1	MitoCarta3.0	"literature, APEX_matrix, targetP signal+, yeast mito homolog, Rickettsial homolog, mito protein domain, MS/MS+"	MIM	OXPHOS > Complex I > CI subunits | Metabolism > Lipid metabolism > Type II fatty acid synthesis | Metabolism > Metals and cofactors > Fe-S cluster biosynthesis | OXPHOS > OXPHOS subunits	Tmito	18.6	0	1	"literature, APEX_matrix, targetP signal+, yeast mito homolog, Rickettsial homolog, mito protein domain, MS/MS+"	ENSG00000004779	O14561	156	1	SharedDomain	NA		HomologMitoHighConf	Ortholog	25-50pure	chr16	23592334	23607639	14	8	430	2.21E+10	28	all 14	9.4	9	9.3	8.2	9.6	9.2	9.1	8.7	9.3	9.3	8.8	8.8	8.9	9.5	Mitochondria (Supported)
116285	117147	ACSM1	BUCS1|MACS1	acyl-CoA synthetase medium chain family member 1	MitoCarta3.0	"literature, targetP signal, Rickettsial homolog, mito protein domain, coexpression, MS/MS++"	Matrix	Metabolism > Lipid metabolism > Fatty acid oxidation	Tmito	18.4	0	1	"literature, targetP signal, Rickettsial homolog, mito protein domain, coexpression, MS/MS++"	ENSG00000166743	Q08AH1	577	2	SharedDomain	9		HomologMitoLowConf	Homolog	75-100pure	chr16	20634558	20702578	4	37	377	5.97E+10	78	"spinalcord, kidney, liver, smallintestine"				7.3	10.4	10.5				7.2					
493753	76178	COA5	6330578E17Rik|C2orf64|CEMCOX3|Pet191	cytochrome c oxidase assembly factor 5	MitoCarta3.0	"literature, APEX_IMS, yeast mito homolog++, mito protein domain+, induction, MS/MS"	IMS	OXPHOS > Complex IV > CIV assembly factors | OXPHOS > OXPHOS assembly factors	Tmito	18.4	0	1	"literature, APEX_IMS, yeast mito homolog++, mito protein domain+, induction, MS/MS"	ENSG00000183513	Q86WW8	74		MitoDomain	3	1.23	OrthologMitoHighConf	NoHomolog	50-75ambig	chr2	99215785	99224981	3	5	13	6.11E+07	68	"adipose, placenta, testis"									6.4				7.4	7.5	Mitochondria (Supported)
27235	71883	COQ2	CL640|COQ10D1|MSA1|PHB:PPT	"coenzyme Q2, polyprenyltransferase"	MitoCarta3.0	"literature, targetP signal, yeast mito homolog++, Rickettsial homolog, mito protein domain, coexpression+"	MIM	Metabolism > Metals and cofactors > Coenzyme Q metabolism	Tmito	18.4	0	1	"literature, targetP signal, yeast mito homolog++, Rickettsial homolog, mito protein domain, coexpression+"	ENSG00000173085	Q96H96	421	3	SharedDomain	35		OrthologMitoHighConf	Ortholog		chr4	84184976	84206067																					Cytosol (Approved)
57107	71365	PDSS2	C6orf210|COQ10D3|COQ1B|DLP1|bA59I9.3|hDLP1	decaprenyl diphosphate synthase subunit 2	MitoCarta3.0	"literature, APEX_matrix, targetP signal, yeast mito homolog+, Rickettsial homolog, mito protein domain, coexpression+"	MIM	Metabolism > Metals and cofactors > Coenzyme Q metabolism	Tmito	18.3	0	1	"literature, APEX_matrix, targetP signal, yeast mito homolog+, Rickettsial homolog, mito protein domain, coexpression+"	ENSG00000164494	Q86YH6	399	2	SharedDomain	32		OrthologMitoLowConf	Homolog	0-25ambig	chr6	107473760	107780779	2	5	10	3.48E+07	17	"smallintestine, largeintestine"										7.2	7.3				Cytosol (Enhanced)
1962	74147	EHHADH	ECHD|FRTS3|L-PBE|LBFP|LBP|MFE1|PBFE	enoyl-CoA hydratase and 3-hydroxyacyl CoA dehydrogenase	MitoCarta3.0	"yeast mito homolog+, Rickettsial homolog, mito protein domain, coexpression, MS/MS+"	unknown	Metabolism > Lipid metabolism	Tpossible_mito	18.3	0	1	"yeast mito homolog+, Rickettsial homolog, mito protein domain, coexpression, MS/MS+"	ENSG00000113790	Q08426	723	5	SharedDomain	10		OrthologMitoLowConf	Homolog	75-100ambig	chr3	184908411	184971886	7	61	911	2.04E+11	82	"spinalcord, kidney, liver, adipose, smallintestine, largeintestine, placenta"				6.5	11.2	10.6			8.6	7.5	7.5		7.2		
4722	68349	NDUFS3	CI-30|MC1DN8	NADH:ubiquinone oxidoreductase core subunit S3	MitoCarta3.0	"literature, APEX_matrix, targetP signal+, Rickettsial homolog, mito protein domain, MS/MS++"	MIM	OXPHOS > Complex I > CI subunits | OXPHOS > OXPHOS subunits	Tmito	18.3	0	1	"literature, APEX_matrix, targetP signal+, Rickettsial homolog, mito protein domain, MS/MS++"	ENSG00000213619|ENSG00000285387	O75489	264	1	SharedDomain	NA		NoMitoHomolog	Ortholog	75-100pure	chr11	47600561	47606115	14	29	1855	1.91E+11	84	all 14	10.4	10.4	10.5	10.2	10.2	9.9	10.3	9.6	9.9	9.9	9.8	9.9	9.9	9.6	Mitochondria (Supported)
23456	56199	ABCB10	EST20237|M-ABC2|MTABC2	ATP binding cassette subfamily B member 10	MitoCarta3.0	"literature, APEX_matrix, yeast mito homolog+, Rickettsial homolog, mito protein domain, induction, coexpression, MS/MS+"	MIM	Metabolism > Metals and cofactors > Heme synthesis and processing | Small molecule transport > ABC transporters	Tmito	18.3	0	1	"literature, APEX_matrix, yeast mito homolog+, Rickettsial homolog, mito protein domain, induction, coexpression, MS/MS+"	ENSG00000135776	Q9NRK6	738		SharedDomain	6	0.5	OrthologMitoLowConf	Homolog	25-50pure	chr1	229652328	229694442	11	23	107	1.65E+09	39	"cerebellum, spinalcord, liver, heart, skeletalmuscle, adipose, smallintestine, largeintestine, stomach, placenta, testis"		7.3		7.4		8	7.8	8	8.4	8.5	8.2	8.3	8.5	8.1	
1160	76722	CKMT2	SMTCK	"creatine kinase, mitochondrial 2"	MitoCarta3.0	"literature, targetP signal, mito protein domain, induction, coexpression, MS/MS++"	MIM	Metabolism > Nucleotide metabolism > Creatine metabolism	Tmito	18.3	0	1	"literature, targetP signal, mito protein domain, induction, coexpression, MS/MS++"	ENSG00000131730	P17540	419	3	SharedDomain	10	5.24	NoMitoHomolog	NoHomolog	75-100pure	chr5	80529138	80562217	11	33	1460	1.82E+11	76	"cerebrum, cerebellum, brainstem, spinalcord, heart, skeletalmuscle, adipose, smallintestine, largeintestine, stomach, placenta"	9.6	9	9.8	9.8			10.9	10.6	8.6	10.4	10	9.8	8.9		
64432	64658	MRPS25	MRP-S25|RPMS25	mitochondrial ribosomal protein S25	MitoCarta3.0	"literature, APEX_matrix, targetP signal, mito protein domain, induction, coexpression, MS/MS++"	Matrix	Mitochondrial central dogma > Translation > Mitochondrial ribosome	Tmito	18.3	0	1	"literature, APEX_matrix, targetP signal, mito protein domain, induction, coexpression, MS/MS++"	ENSG00000131368	P82663	173	3	SharedDomain	10	1.97	NoMitoHomolog	NoHomolog	75-100pure	chr3	15090018	15106816	14	19	165	2.66E+09	85	all 14	8.5	8.2	8.2	8	7.9	8	7.2	7	8.3	8.1	8.9	7.9	8.6	8.1	Mitochondria (Supported)
28976	229211	ACAD9	MC1DN20|NPD002	acyl-CoA dehydrogenase family member 9	MitoCarta3.0	"literature, APEX_matrix, targetP signal+, mito protein domain+, MS/MS++"	MIM	OXPHOS > Complex I > CI assembly factors | OXPHOS > OXPHOS assembly factors	Tmito	18.2	0	1	"literature, APEX_matrix, targetP signal+, mito protein domain+, MS/MS++"	ENSG00000177646	Q9H845	621	1	MitoDomain	2		NoMitoHomolog	NoHomolog	75-100pure	chr3	128598332	128631957	14	55	988	5.04E+10	76	all 14	9.4	9	9.4	9.5	9.7	9.1	9.3	9.6	9.9	9.6	9.6	9.8	9.6	9.5	Mitochondria (Enhanced)
51241	66272	COX16	C14orf112|HSPC203|hCOX16	cytochrome c oxidase assembly factor COX16	MitoCarta3.0	"APEX_IMS, GFP, yeast mito homolog++, mito protein domain+, MS/MS+"	MIM	OXPHOS > Complex IV > CIV assembly factors | OXPHOS > OXPHOS assembly factors	Tmito	18.2	0	1	"APEX_IMS, GFP, yeast mito homolog++, mito protein domain+, MS/MS+"	ENSG00000133983	Q9P0S2	106	5	MitoDomain	NA		OrthologMitoHighConf	NoHomolog	75-100ambig	chr14	70791797	70826448	6	9	40	3.49E+08	75	"kidney, liver, adipose, largeintestine, placenta, testis"					8.1	7.6			7.5		7.9		7.7	7.2	Mitochondria (Supported)
125228	108654	FAM210A	C18orf19|HsT2329	family with sequence similarity 210 member A	MitoCarta3.0	"GFP, targetP signal, induction, coexpression++, MS/MS"	MIM	0	Tmito	18.2	0	1	"GFP, targetP signal, induction, coexpression++, MS/MS"	ENSG00000177150	Q96ND0	272	2	NA	42	0.87	NoMitoHomolog	NoHomolog	50-75ambig	chr18	13663345	13726591	14	19	414	8.75E+09	60	all 14	9.2	9	9.3	8.8	8.8	8.4	8.8	8.6	8.4	8.6	8.6	8.3	8.5	8.2	Golgi apparatus;Mitochondria;Nucleoplasm (Approved)
55856	66834	ACOT13	HT012|PNAS-27|THEM2	acyl-CoA thioesterase 13	MitoCarta3.0	"mito protein domain, induction, coexpression, MS/MS++"	Matrix	Metabolism > Lipid metabolism	Tpossible_mito	18.2	0	1	"mito protein domain, induction, coexpression, MS/MS++"	ENSG00000112304	Q9NPJ3	140	5	SharedDomain	27	1.82	NoMitoHomolog	NoHomolog	75-100pure	chr6	24667262	24705295	14	17	859	7.41E+10	89	all 14	9.8	9.7	9.8	9.5	10.3	9.8	9.8	8.9	9.2	9.6	9.5	9.7	9.4	9.4	Cell Junctions (Approved)
1374	12894	CPT1A	CPT1|CPT1-L|L-CPT1	carnitine palmitoyltransferase 1A	MitoCarta3.0	"literature, yeast mito homolog+, mito protein domain, induction, coexpression, MS/MS++"	MOM	Metabolism > Lipid metabolism > Fatty acid oxidation | Metabolism > Metals and cofactors > Carnitine synthesis and transport | Metabolism > Metals and cofactors > Carnitine shuttle	Tmito	18.2	0	1	"literature, yeast mito homolog+, mito protein domain, induction, coexpression, MS/MS++"	ENSG00000110090	P50416	773		SharedDomain	9	0.75	OrthologMitoLowConf	NoHomolog	50-75pure	chr11	68522087	68609399	14	49	1722	5.76E+10	64	all 14	8.2	8.5	8.8	8.6	10.4	10	7.8	8.6	8.9	9.3	9.9	9.5	9.3	9.5	Mitochondria (Supported)
10901	28200	DHRS4	CR|NRDR|PHCR|PSCD|SCAD-SRL|SDR-SRL|SDR25C1|SDR25C2	dehydrogenase/reductase 4	MitoCarta3.0	"targetP signal, Rickettsial homolog, mito protein domain, coexpression, MS/MS++"	Matrix	Metabolism > Vitamin metabolism > Vitamin A metabolism	Tpossible_mito	18.1	0	1	"targetP signal, Rickettsial homolog, mito protein domain, coexpression, MS/MS++"	ENSG00000157326|ENSG00000284807	Q9BTZ2	278	2	SharedDomain	16		NoMitoHomolog	Homolog	75-100pure	chr14	24422943	24438488	14	26	489	3.37E+10	88	all 14	9.1	8.9	9.5	9	10	10	9.3	8.1	9.2	9.2	9	8.6	8.8	9.2	Vesicles (Approved)
153768	77619	PRELID2	-	PRELI domain containing 2	MitoCarta3.0	"yeast mito homolog+, mito protein domain+, induction, coexpression, MS/MS"	IMS	0	Tpossible_mito	18.0	0	1	"yeast mito homolog+, mito protein domain+, induction, coexpression, MS/MS"	ENSG00000186314	Q8N945	189		MitoDomain	8	0.91	OrthologMitoLowConf	NoHomolog	25-50ambig	chr5	145135906	145214932	2	5	8	3.72E+07	38	"largeintestine, stomach"											7.4	7			Nucleoplasm (Approved)
